Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TakeOption,PercentTaken,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Option10,RecentAnswer,Feedback_1,Feedback_2,Feedback_3,Feedback_4,Feedback_5,Feedback_6,Feedback_7,Feedback_8,Feedback_9,Feedback_10,Feedback_11,Feedback_12,Option11,Option12,,5_star,3_star,1_star
6,1570441050497,07/10/2019 09:37:30,1570441050943,1,07/10/2019 10:37:30,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,4,D2,lose,response_button_text,1467.9000000000015,See next option,1,0,1,0,,,,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
7,1570441054507,07/10/2019 09:37:34,1570441054937,1,07/10/2019 10:37:34,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,5,C3,Zone3,timelimit_screen,3993.4009000000005,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
8,1570441055740,07/10/2019 09:37:35,1570441056190,1,07/10/2019 10:37:36,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,6,D3,lose,response_button_text,1185.5999999999985,See next option,1,0,1,0,,,,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
9,1570441059733,07/10/2019 09:37:39,1570441060190,1,07/10/2019 10:37:40,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,7,C4,Zone3,timelimit_screen,3997.8763,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
10,1570441061591,07/10/2019 09:37:41,1570441062047,1,07/10/2019 10:37:42,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,8,D4,lose,response_button_text,1793.199999999997,See next option,1,0,1,0,,,,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
11,1570441065617,07/10/2019 09:37:45,1570441066052,1,07/10/2019 10:37:46,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,9,C5,Zone3,timelimit_screen,3999.802200000002,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
12,1570441067115,07/10/2019 09:37:47,1570441067592,1,07/10/2019 10:37:47,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,10,D5,lose,response_button_text,1458.199999999997,See next option,1,0,1,0,,,,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
13,1570441071043,07/10/2019 09:37:51,1570441071560,1,07/10/2019 10:37:51,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,11,C6,Zone3,timelimit_screen,3998.2993999999962,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
14,1570441072329,07/10/2019 09:37:52,1570441072908,1,07/10/2019 10:37:52,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,12,D6,lose,response_button_text,1266.7999999999956,See next option,1,0,1,0,,,,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
15,1570441076439,07/10/2019 09:37:56,1570441076919,1,07/10/2019 10:37:56,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,13,C7,Zone3,timelimit_screen,4002.2955,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
16,1570441078293,07/10/2019 09:37:58,1570441078780,1,07/10/2019 10:37:58,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,14,D7,lose,response_button_text,1798.9000000000015,See next option,1,0,1,0,,,,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
17,1570441082371,07/10/2019 09:38:02,1570441082801,1,07/10/2019 10:38:02,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,15,C8,Zone3,timelimit_screen,4013.863400000002,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
18,1570441084058,07/10/2019 09:38:04,1570441084541,1,07/10/2019 10:38:04,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,16,D8,BEST,response_button_text,1666.0999999999985,Take this option,1,1,0,0,,,,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
19,1570441087091,07/10/2019 09:38:07,1570441087546,1,07/10/2019 10:38:07,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,27,3star,advancementZone,timelimit_screen,3005.249499999998,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
20,1570441087310,07/10/2019 09:38:07,1570441087600,1,07/10/2019 10:38:07,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,12,1,29,next,content,timelimit_screen,65.29720000000088,,,0,1,0,,,1,,1,sequence,,,<strong>799.99</strong>,<strong>941.99</strong>,<strong>864</strong>,<strong>673.99</strong>,<strong>1152</strong>,<strong>1123</strong>,<strong>1691.99</strong>,<strong>723</strong>,<strong>787</strong>,<strong>1061.99</strong>,,lose,lose,lose,5star,lose,lose,lose,3star,1star,lose,lose,lose,<strong>1229.99</strong>,<strong>1008</strong>,,Option4,Option8,Option9
21,1570441093055,07/10/2019 09:38:13,1570441093618,1,07/10/2019 10:38:13,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,3,2,1,instructions,advancementZone,timelimit_screen,6006.541300000004,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1570441097055,07/10/2019 09:38:17,1570441097635,1,07/10/2019 10:38:17,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,1,C1,Zone3,timelimit_screen,3999.6068999999916,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
23,1570441098776,07/10/2019 09:38:18,1570441099255,1,07/10/2019 10:38:19,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,2,D1,Zone3,response_button_text,1561.3999999999942,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
24,1570441102779,07/10/2019 09:38:22,1570441103244,1,07/10/2019 10:38:23,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,3,C2,Zone3,timelimit_screen,3999.440100000007,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
25,1570441103982,07/10/2019 09:38:23,1570441104460,1,07/10/2019 10:38:24,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,4,D2,lose,response_button_text,1159.199999999997,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
26,1570441108004,07/10/2019 09:38:28,1570441108461,1,07/10/2019 10:38:28,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,5,C3,Zone3,timelimit_screen,4003.5975000000035,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
27,1570441109730,07/10/2019 09:38:29,1570441110205,1,07/10/2019 10:38:30,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,6,D3,lose,response_button_text,1667.1000000000058,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
28,1570441113738,07/10/2019 09:38:33,1570441114194,1,07/10/2019 10:38:34,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,7,C4,Zone3,timelimit_screen,3992.317299999995,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
29,1570441115301,07/10/2019 09:38:35,1570441115800,1,07/10/2019 10:38:35,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,8,D4,lose,response_button_text,1527.1000000000058,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
30,1570441119365,07/10/2019 09:38:39,1570441119806,1,07/10/2019 10:38:39,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,9,C5,Zone3,timelimit_screen,3999.490300000005,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
31,1570441120897,07/10/2019 09:38:40,1570441121341,1,07/10/2019 10:38:41,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,10,D5,lose,response_button_text,1455.699999999997,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
32,1570441124871,07/10/2019 09:38:44,1570441125341,1,07/10/2019 10:38:45,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,11,C6,Zone3,timelimit_screen,3997.1888999999937,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
33,1570441126590,07/10/2019 09:38:46,1570441127137,1,07/10/2019 10:38:47,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,12,D6,lose,response_button_text,1722.4000000000087,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
34,1570441130940,07/10/2019 09:38:50,1570441131116,1,07/10/2019 10:38:51,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,13,C7,Zone3,timelimit_screen,4006.398000000001,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
35,1570441132347,07/10/2019 09:38:52,1570441132903,1,07/10/2019 10:38:52,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,14,D7,lose,response_button_text,1733.1000000000058,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
36,1570441136756,07/10/2019 09:38:56,1570441136899,1,07/10/2019 10:38:56,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,15,C8,Zone3,timelimit_screen,4005.1907000000065,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
37,1570441137684,07/10/2019 09:38:57,1570441138259,1,07/10/2019 10:38:58,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,16,D8,lose,response_button_text,1299.3999999999942,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
38,1570441141872,07/10/2019 09:39:01,1570441142264,1,07/10/2019 10:39:02,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,17,C9,Zone3,timelimit_screen,3998.3543999999965,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
39,1570441143735,07/10/2019 09:39:03,1570441143838,1,07/10/2019 10:39:03,9869,6,task-3elb,,3154752,546878f8fdf99b1dac305237,871770,,complete,,5d9b06b47fc0400308123222,computer,Desktop or Laptop,Windows 10,Edge 18.18362,1366x768,1366x655,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,2,18,D9,lose,response_button_text,1511.0999999999913,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
